wagoned,imp. & p. p. of Wagon,vt. 用运货马车运输货物（wagon的过去式与过去分词形式）
wagoner,n. the driver of a wagon,"n. 运货马车车夫, 御夫(星)座, 北斗七星"
wagoners,plural of wagoner\nn. the driver of a wagon,"(wagoner 的复数) n. 运货马车车夫, 御夫(星)座, 北斗七星"
wagonette,"n. A kind of pleasure wagon, uncovered and with seats\n   extended along the sides, designed to carry six or eight persons\n   besides the driver.",n. (有两排面对面座位的)四轮游览轻便马车
wagonettes,"plural of wagonette\nn. A kind of pleasure wagon, uncovered and with seats\n   extended along the sides, designed to carry six or eight persons\n   besides the driver.",(wagonette 的复数) n.(有两排面对面座位的)四轮游览轻便马车
wagoning,p. pr. & vb. n. of Wagon,vt. 用运货马车运输货物（wagon的现在分词形式）
wagonlit,,n. 欧洲大陆铁路的卧车
wagonload,n. Same as Wagonful.,"n. 运货马车载荷, 货车载荷"
wagonloads,plural of wagonload\nn. Same as Wagonful.,"(wagonload 的复数) n. 运货马车载荷, 货车载荷"
wagons,n. any of various kinds of wheeled vehicles drawn by an animal or a tractor\nn. van used by police to transport prisoners\nn. a group of seven bright stars in the constellation Ursa Major,n. 四轮的运货马车( wagon的复数形式 ); <英>铁路货车; <美>小手推车
wagonwright,,[网络] 货车
Wagram,n. a town in northeastern Austria\nn. a battle in the Napoleonic campaigns (1809); Napoleon defeated the Austrians,n. 瓦格拉姆（奥地利东北部城镇）
wags,n a witty amusing person who makes jokes\nn causing to move repeatedly from side to side\nv move from side to side,"abbr. weighted agreement scores 加权的协议分数\nv. （使）摇动, 摇摆( wag的第三人称单数 )"
wagsome,,"a. 爱开玩笑的, 滑稽的"
wagstaff,,n. (Wagstaff)人名；(英)瓦格斯塔夫
Wagstaffe's fracture,,[医] 华格斯塔夫骨折(内踝离解)
wagstaffs,-s form of wagstaff,(wagstaff 的第三人称 -s形式) n. (Wagstaff)人名；(英)瓦格斯塔夫
wagster,,n. [姓氏]瓦格斯特
wagtail,n. Old World bird having a very long tail that jerks up and down as it walks,n. 鹩凫
wagtails,n. Old World bird having a very long tail that jerks up and down as it walks,n. 一种鸟( wagtail的复数形式 )
waguespack,, [人名] 瓦格斯帕克
wah,n. The panda.,abbr. 在家工作（Work at Home）；哇音效果器
wah-wah,,"n. （铜管乐器开或闭所发出的）哇音；（电子乐器, 尤指电吉他的）哇音"
wahab,, [人名] 沃布
wahabee,"n. A follower of Abdel Wahab (b. 1691; d. 1787), a reformer\n   of Mohammedanism. His doctrines prevail particularly among the\n   Bedouins, and the sect, though checked in its influence, extends to\n   most parts of Arabia, and also into India.",n. （伊斯兰教）瓦哈比教派的教徒
Wahabi,n a member of a strictly orthodox Sunni Muslim sect from Saudi Arabia; strives to purify Islamic beliefs and rejects any innovation occurring after the 3rd century of Islam,（伊斯兰教）瓦哈比教派的教徒
Wahabism,,[网络] 瓦哈比主义；极端主义
wahba,,n. (Wahba)人名；(阿拉伯)沃赫拜
Wahhabi,n. a member of a strictly orthodox Sunni Muslim sect from Saudi Arabia; strives to purify Islamic beliefs and rejects any innovation occurring after the 3rd century of Islam,n. (伊斯兰教)瓦哈比教派的教徒
Wahhabism,n a conservative and intolerant form of Islam that is practiced in Saudi Arabia,n. (伊斯兰教)瓦哈比教派的教义和习俗
Wahhabite,,"Wahhabi, Wahabi的变形"
wahine,,"n. (夏威夷)玻利尼西亚妇女, 太太"
wahl,, [人名] 沃尔; [地名] [卢森堡] 瓦尔
Wahl's sign,,[医] 瓦耳氏征
Wahlenbergia,,[医] 兰花参属(桔梗科)
Wahlenbergia gracilis A.DC,,[医] 细兰花参
wahlin,, [人名] 瓦林
wahlquist,, [人名] 瓦尔奎斯特
wahlstrom,, [人名] 瓦尔斯特龙
wahoo,n. deciduous shrub having purple capsules enclosing scarlet seeds\nn. large fast-moving predacious food and game fish; found worldwide,[医] 美[紫]卫矛
wahoo bark,,[医] 美卫茅皮
wahpeton,, [地名] [美国] 沃珀顿
wahs,plural of wah\nn. The panda.,(wah 的复数) abbr. 在家工作（Work at Home）；哇音效果器
Wahunsonacock,,[网络] 瓦汗森纳卡克
Wahvey,,[网络] 瓦赫维
wai,,abbr. [网络]真是个白痴（What An Idiot）
waide,, [人名] 韦德
waif,n. a homeless child especially one forsaken or orphaned,"n. 无家可归者, 无主物, 飘流物, 流浪者, 信号旗"
waif-and-see policy,,[法] 观望政策
waif-like,,身材瘦小的
waiflike,, 身材瘦小的
waifs,n. a homeless child especially one forsaken or orphaned,n. 无家可归的人( waif的复数形式 ); 流浪儿; 无主的东西或动物; （海上）漂流物
waifs and strays,,"流浪儿, 零碎东西"
Waifu,"A term coined by Otaku and Weeaboo alike for their 2D significant others; predominantly anime and video game characters. A Waifu, in contrast to a harem, is the love between one man and his one and only Waifu. You treat your Waifu with the utmost respect and courtesy and most refuse to even fap to their beloved, seeing the act as an insult to the non-existent woman they have committed themselves to.\n\nA spin-off term ""Husbando"" followed for Fujioshi who feel similarly towards male characters.\n> Not even a missing dimension will keep you from your glorious waifu - The Melbourne MX Newspaper\n",
waikiki,n. a well-known beach and resort area on Oahu Island to the southeast of Honolulu,n. 威基基海滩（美国夏威夷州）
wail,v. cry weakly or softly,"n. 恸哭, 哀号, 嚎啕, 呼啸(声)\nvi. 恸哭, 呼啸, 悲叹, 哀号, 嚎啕"
wailed,imp. & p. p. of Wail,"v. 哭叫, 哀号( wail的过去式和过去分词 )"
wailer,n. One who wails or laments.," 哀悼者, 恸哭者"
wailers,plural of wailer\nn. One who wails or laments.,"(wailer 的复数)  哀悼者, 恸哭者"
wailes,v. emit long loud cries\nv. cry weakly or softly," [人名] [英格兰人姓氏] 韦尔斯取自父名, 来源于Wale↑1, 含义是“韦尔之子”(son of Wale)"
wailful,s vocally expressing grief or sorrow or resembling such expression,"a. 悲恸的, 悲叹的, 发出哀怨声的"
wailfully,,adv. wailful的变形
wailing,n. loud cries made while weeping,"v. 哭叫, 哀号( wail的现在分词 ); 沱"
wailing wall,,"n. （犹太人的）哭墙, 安慰物"
wailingly,adv. In a wailing manner.,adv. wail的变形
wailings,plural of wailing\nn. loud cries made while weeping,"(wailing 的复数) v. 哭叫, 哀号( wail的现在分词 ); 沱"
wails,n a cry of sorrow and grief\nv emit long loud cries\nv cry weakly or softly,"n. 痛哭, 哭声( wail的名词复数 )\nv. 哭叫, 哀号( wail的第三人称单数 )"
wailua,, [地名] [美国] 怀卢阿
wailuku,, [地名] [美国] 怀卢库
waimea,, [地名] [美国] 怀梅阿
wain,n. English writer (1925-1994)\nn. large open farm wagon,"n. 四轮运货马车, 北斗七星"
wainable,a. Capable of being plowed or cultivated; arable; tillable.,"a. <废>(土地等)可耕种的,可耕作的"
wainage,"n. A finding of carriages, carts, etc., for the\n   transportation of goods, produce, etc.\nn. See Gainage, a.",n. [总称](封建时代的)农耕工具
wained,past tense of wain\nn. English writer (1925-1994)\nn. large open farm wagon,"(wain 的过去时) n. 四轮运货马车, 北斗七星"
wainer,,n. wain（马车，四轮运货马车）的变形
wainright,, [人名] [英格兰人姓氏] 温赖特 Wainwright的变体
wainrope,,n. <罕>(用以拉四轮运货马车等的)大车绳索
wains,-s form of wain\nn. English writer (1925-1994)\nn. large open farm wagon,"(wain 的第三人称 -s形式) n. 四轮运货马车, 北斗七星"
wainscot,n. panel forming the lower part of an interior wall when it is finished differently from the rest of the wall\nn. wooden panels that can be used to line the walls of a room,"n. 护壁板, 墙裙\nvt. 装上护壁板"
wainscoted,imp. & p. p. of Wainscot,v. 用护墙板装饰( wainscot的过去式和过去分词 )
wainscoting,n. a wainscoted wall (or wainscoted walls collectively),"n. 壁板料, 壁板"
wainscots,n. panel forming the lower part of an interior wall when it is finished differently from the rest of the wall\nn. wooden panels that can be used to line the walls of a room,n. （尤指装有护壁板的）墙壁下段( wainscot的复数形式 )
wainscott,,v. 装上壁板
wainscotted,past participle of wainscot\nn. panel forming the lower part of an interior wall when it is finished differently from the rest of the wall\nn. wooden panels that can be used to line the walls of a room,"(wainscot 的过去分词) n. 护壁板, 墙裙\nvt. 装上护壁板"
wainscotting,-ing form of wainscot\nn. panel forming the lower part of an interior wall when it is finished differently from the rest of the wall\nn. wooden panels that can be used to line the walls of a room,"(wainscot 的现在分词) n. 护壁板, 墙裙\nvt. 装上护壁板"
wainwright,n a wagon maker,n. 四轮运货马车修造工
waipahu,, [地名] [美国] 怀帕胡
wair,n. A piece of plank two yard/ long and a foot broad.,"n. 陶器, 器皿"
wairakite,,n. [矿]斜钙沸石
WAIS,,[计] 广域信息服务器
waison,, [人名] 韦森
waist,n. the narrowing of the body between the ribs and hips,"n. 腰部, 腰\n[医] 腰"
waist anchor,, 备用主锚
waist band,,束腰带
waist coat,,背心
waist deep,,高腰地
waist high,,高达腰部的
waist pack,,n. 腰包
waist sheet angle,,[机] 锅炉托板角铁
waist-belt,,"n. 腰带, 裤带"
waist-deep,r. up to the waist,a. 齐腰深的\nadv. 齐腰深
waist-high,r up to the waist,"a. 齐腰深, 齐腰高\nadv. 齐腰深, 齐腰高"
waist-hip,, 腰臀
waist-length,,[网络] 齐腰长
waist-line,,腰节；腰围线
waist-lines,plural of waist-line,(waist-line 的复数) 腰节；腰围线
waistband,n a band of material around the waist that strengthens a skirt or trousers,"n. 腰带, 束腰带"
waistbands,n. a band of material around the waist that strengthens a skirt or trousers,"n. 腰带, 束腰带( waistband的复数形式 )"
waistbelt,,"n. 腰带, 束腰带"
waistbelts,plural of waistbelt,"(waistbelt 的复数) n.腰带, 束腰带"
waistcloth,n a band of material around the waist that strengthens a skirt or trousers,n. 腰布
waistcoat,n a man's sleeveless garment worn underneath a coat,"n. 西装背心, 马甲"
waistcoated,,a. waistcoat的变形
waistcoating,"n. A fabric designed for waistcoats; esp., one in which\n   there is a pattern, differently colored yarns being used.",n. 西装背心衣料
waistcoats,n. a man's sleeveless garment worn underneath a coat,"n. 马甲, 西装背心( waistcoat的复数形式 )"
waisted,past tense of waist\nn. the narrowing of the body between the ribs and hips,"(waist 的过去时) n. 腰部, 腰\n[医] 腰"
waister,"n. A seaman, usually a green hand or a broken-down man,\n   stationed in the waist of a vessel of war.",n. 船中部水手
waisting,,作妇女胸衣或背心用的料子
waistline,n the narrowing of the body between the ribs and hips,n. 腰围\n[医] 腰围
waistlines,n. the narrowing of the body between the ribs and hips,n. 腰围( waistline的复数形式 ); （衣服的）腰身部分
waists,n. the narrowing of the body between the ribs and hips\nn. the narrow part of the shoe connecting the heel and the wide part of the sole,n. 腰( waist的复数形式 ); （衣服的）腰部; 有…腰身的; 中间凹入的部分
wait,n. the act of waiting (remaining inactive in one place while expecting something)\nv. stay in one place and anticipate or expect something\nv. wait before acting\nv. serve as a waiter or waitress in a restaurant,"n. 等待, 等候\nvt. 等候, 期待, 延缓, 伺候, 推迟\nvi. 等, 等候, 耽搁, 伺候用餐\n[计] 等待"
wait a jiffy,,"等一等,请稍等一会儿"
wait a minute,,"等会儿,等一等,请稍等片刻"
wait a second,,"等一等,请稍等片刻"
wait about,,等在附近
wait acknowledge,,[计] 等待应答
wait an eternity,,等待很久
wait and see,,等着瞧
wait around,,在附近等候
wait at table,,伺候进餐
wait before transmission,,[计] 发送前等待
wait behind,, 在其他人走后留下来
wait bit,,[计] 等待位
wait character,,[计] 等待字符
wait character logic,,[计] 等待字符逻辑
wait command,,[计] 等待命令
wait condition,,[计] 等待条件
wait cursor,,[计] 沙漏光标
wait for,,等待
wait for a while,,等一会儿
wait for dead men's shoes,,等待别人死后继承遗产
wait for the cat to jump,,"看风候,静观其变"
wait half a jiff,,稍等一会儿
wait I/O processing,,[计] 等待输入输出处理
wait in,, 在家里等
wait in line,,排队等候
wait in the wings,,"蓄势以待,严阵以待"
wait line theory,,[计] 排队论
wait list,,[计] 等待表
wait loop,,[计] 等待循环
wait macro,,[计] 等待宏功能
wait macro instruction,,[计] 等待宏指令
wait on,,"服侍, 招待, 拜访, 焦急地等待"
wait on hand and foot,,无微不至地侍候
wait on sb,,"服侍, 伺候, 招待顾客, 晋谒, 拜访某人, 陪伴来宾, 随着...而产生"
wait on table,,伺候进餐
wait on tables,,"侍候进餐,在餐馆当服务员"
wait out,,等到...结束
wait sb's leisure,,等某人有空的时候
wait sb.'s leisure,,等待某人有空时
wait signal,,[计] 等待信号
wait state,,[计] 等待状态
wait state bit,,[计] 等待状态位
wait state queue,,[计] 等待状态队列
wait statement,,[计] 等待语句
wait store,,[计] 等待存储
wait table,,伺候进餐
wait tables,,"伺候进餐;在餐馆服务[亦作wait at table(s), wait on table(s)]"
wait till the clouds roll by,,v. 等到烟消云散
wait time,,[计] 等待时间
wait until,,等到…再
wait up,,(为...而)等候着不睡
wait up for,,等候着不睡
wait upon,, 侍候; 伏侍
wait upon sb,,"服侍, 伺候, 招待顾客, 晋谒, 拜访某人, 陪伴来宾, 随着...而产生"
"Wait, shit","Something someone would say after realizing what they just said or did was idiotic or bad.\n> ""Dude, my dick is so big that if I laid it out on a keyboard, it would go from A to Z.\n> Wait, shit.""\n",
wait-a-bit,,n. 荆棘
wait-and-see,,a. 观望的
wait-for-resource state,,[计] 等待淘汰状态
wait-for-response,,"[计] 等待响应, 等待应答"
wait-list,, 列入等候者名单
wait-to-empty status,,[计] 等待空状态
wait-to-fill status,,[计] 等待填充状态
wait-to-put status,,[计] 等待写入状态
waitangi,, [地名] [新西兰] 怀唐伊
waite,n. United States jurist who was appointed chief justice of the United States Supreme Court in 1874 by President Grant (1816-1888),n. 韦特（人名）
waited,imp. & p. p. of Wait,v. 等候( wait的过去式和过去分词 ); 等待; （尤指长期地）希望; 盼望
waiter,n. a person whose occupation is to serve at table (as in a restaurant)\nn. a person who waits or awaits,n. 侍者
waiter upon Providence,,"趋炎附势者,靠不住的酒肉朋友,伺机行事者"
waiter's assistant,,[网络] 服务生助理
waiters,n. a person whose occupation is to serve at table (as in a restaurant)\nn. a person who waits or awaits,"n. （男）侍者, （男）服务生( waiter的复数形式 )"
waiters' cramp,,[医] 服务员痉挛
waites,," [人名] [英格兰人姓氏] 韦茨取自父名，来源于Waite,含义是“韦特之子”(son of Waite)"
waiting,s. being and remaining ready and available for use,"n. 等候\na. 等候的, 服侍的"
